early_short_stories_0061.wav|— Ты исполнил свой долг. Тогда Эгуд вернулся к себе и объявил, что Ариэль в продолжение трех дней останется взаперти,|— Ты исполнил свой долг. Тогда Эгуд вернулся к себе и объявил, что Ариэль в продолжение трех дней останется взаперти,
early_short_stories_0062.wav|и пищей ему будут вода и хлеб. И на следующую ночь, и на третью ночь Тамара не дождалась Ариэля.|и пищей ему будут вода и хлеб. И на следующую ночь, и на третью ночь Тамара не дождалась Ариэля.
early_short_stories_0063.wav|Когда же настал четвертый вечер и измученная девочка проскользнула на поляну, из-за деревьев показалась навстречу невысокая стройная фигура,|Когда же настал четвертый вечер и измученная девочка проскользнула на поляну, из-за деревьев показалась навстречу невысокая стройная фигура,
early_short_stories_0064.wav|и Тамару нежно обнял Ариэль. — Дорогой мой, отчего ты не приходил так давно?|и Тамару нежно обнял Ариэль. — Дорогой мой, отчего ты не приходил так давно?
early_short_stories_0065.wav|Тогда он невольно заплакал и рассказал Тамаре все, что произошло в ту ночь. И когда он кончил, Тамара вскочила и гордо спросила: — Ариэль,|Тогда он невольно заплакал и рассказал Тамаре все, что произошло в ту ночь. И когда он кончил, Тамара вскочила и гордо спросила: — Ариэль,
early_short_stories_0066.wav|повтори, как назвал меня твой отец? — Он сказал, что ты блудница, — прошептал Ариэль.|повтори, как назвал меня твой отец? — Он сказал, что ты блудница, — прошептал Ариэль.
early_short_stories_0067.wav|При этом в глазах Тамары засверкали слезы, краска залила ее грустное личико, она схватилась за сердце, наклонилась к Ариэлю и тихо спросила:|При этом в глазах Тамары засверкали слезы, краска залила ее грустное личико, она схватилась за сердце, наклонилась к Ариэлю и тихо спросила:
early_short_stories_0068.wav|— А ты... что ты ответил? — Я ничего не ответил, — угрюмо проговорил он. Тогда Тамара опустилась на колени,|— А ты... что ты ответил? — Я ничего не ответил, — угрюмо проговорил он. Тогда Тамара опустилась на колени,
early_short_stories_0069.wav|закрыла лицо руками и горько заплакала.|закрыла лицо руками и горько заплакала.
early_short_stories_0070.wav|Ариэль прижался к ней, целуя, лаская ее, умоляя и успокаивая, но Тамара плакала и шептала: — Я не блудница...|Ариэль прижался к ней, целуя, лаская ее, умоляя и успокаивая, но Тамара плакала и шептала: — Я не блудница...
early_short_stories_0071.wav|а ты не заступился за меня! Ариэль много раз покрыл поцелуями ее губки и волосы, и руки, и глаза и,|а ты не заступился за меня! Ариэль много раз покрыл поцелуями ее губки и волосы, и руки, и глаза и,
early_short_stories_0072.wav|наконец, подымаясь, произнес громким голосом: — Слушай, Тамара. Я клянусь тебе Божьим именем, что с этой ночи|наконец, подымаясь, произнес громким голосом: — Слушай, Тамара. Я клянусь тебе Божьим именем, что с этой ночи
early_short_stories_0073.wav|ни мой отец, ни кто другой, даже сам царь Соломон, не оскорбит тебя безнаказанно при мне. Никогда и никто!|ни мой отец, ни кто другой, даже сам царь Соломон, не оскорбит тебя безнаказанно при мне. Никогда и никто!
early_short_stories_0074.wav|И он снова поцеловал Тамару, и Тамара сквозь слезы ответила ему на ласку. Тамара опутала шею Ариэля своими каштановыми волосами.|И он снова поцеловал Тамару, и Тамара сквозь слезы ответила ему на ласку. Тамара опутала шею Ариэля своими каштановыми волосами.
early_short_stories_0075.wav|И так они сидели долго, обмениваясь детскими ласками и нежными полусловами. Месяц|И так они сидели долго, обмениваясь детскими ласками и нежными полусловами. Месяц
early_short_stories_0076.wav|неподвижно несся в бездонной глубине темного неба;|неподвижно несся в бездонной глубине темного неба;
early_short_stories_0077.wav|в его лучах, прерывавших густую зелень, резвились голубые алмазные искорки-пылинки.|в его лучах, прерывавших густую зелень, резвились голубые алмазные искорки-пылинки.
early_short_stories_0078.wav|Густые ветви низко наклонялись над Ариэлем и Тамарой, словно прикрывая их мохнатою рукой.|Густые ветви низко наклонялись над Ариэлем и Тамарой, словно прикрывая их мохнатою рукой.
early_short_stories_0079.wav|И на следующую ночь Ариэль снова пришел на эту поляну; но в третий вечер Авиноам вторично подстерег его.|И на следующую ночь Ариэль снова пришел на эту поляну; но в третий вечер Авиноам вторично подстерег его.
early_short_stories_0080.wav|Ни госпожа Ноэми, ни рабы или рабыни не помнили, чтобы старый Эгуд когда-нибудь гневался так, как в этот раз.|Ни госпожа Ноэми, ни рабы или рабыни не помнили, чтобы старый Эгуд когда-нибудь гневался так, как в этот раз.
early_short_stories_0081.wav|Несколько мгновений он молчал, а затем с ужасным проклятием кинулся в комнату сына. Это было утром.|Несколько мгновений он молчал, а затем с ужасным проклятием кинулся в комнату сына. Это было утром.
early_short_stories_0082.wav|Ариэль уже вернулся и спал. Эгуд разбудил его тяжелым ударом по лицу. Ариэль вскочил,|Ариэль уже вернулся и спал. Эгуд разбудил его тяжелым ударом по лицу. Ариэль вскочил,
early_short_stories_0083.wav|мигом стряхнул с себя сон, отступил и воскликнул, прикрывая лицо руками: — За что? — Египтянин!|мигом стряхнул с себя сон, отступил и воскликнул, прикрывая лицо руками: — За что? — Египтянин!
early_short_stories_0084.wav|— загремел Эгуд, — ты снова был с этой блудницей! Отверженец!|— загремел Эгуд, — ты снова был с этой блудницей! Отверженец!
early_short_stories_0085.wav|Ариэль стиснул зубы и подошел к отцу, чувствуя, как холодеет в нем сердце от предчувствия чего-то небывалого и неизбежного:|Ариэль стиснул зубы и подошел к отцу, чувствуя, как холодеет в нем сердце от предчувствия чего-то небывалого и неизбежного:
early_short_stories_0086.wav|— Я ослушался, и ты можешь избить меня, — сказал он, глядя в потемневшие глаза Эгуда,|— Я ослушался, и ты можешь избить меня, — сказал он, глядя в потемневшие глаза Эгуда,
early_short_stories_0087.wav|— но ты не должен оскорблять честную девицу позорным именем. Не повторяй это больше. Эгуд не поверил своим ушам.|— но ты не должен оскорблять честную девицу позорным именем. Не повторяй это больше. Эгуд не поверил своим ушам.
early_short_stories_0088.wav|Вне себя, он ударил сына по темени. Кровь прилила к голове Ариэля,|Вне себя, он ударил сына по темени. Кровь прилила к голове Ариэля,
early_short_stories_0089.wav|невыносимая злоба закипела в его груди и, расслышав новый крик отца: «блудница!», он изо всей силы|невыносимая злоба закипела в его груди и, расслышав новый крик отца: блудница! , он изо всей силы
early_short_stories_0090.wav|размахнулся... Еврейский закон говорит:|размахнулся... Еврейский закон говорит:
early_short_stories_0091.wav|поднявший руку на отца или мать — да будет побит камнями. И вот|поднявший руку на отца или мать — да будет побит камнями. И вот
early_short_stories_0092.wav|дикая толпа собралась на площади пред великолепным Соломоновым храмом. Толпа ревела и бушевала,|дикая толпа собралась на площади пред великолепным Соломоновым храмом. Толпа ревела и бушевала,
early_short_stories_0093.wav|но когда вдали показалась процессия, наступила немая тишина.|но когда вдали показалась процессия, наступила немая тишина.
early_short_stories_0094.wav|Ариэль шел со связанными руками, едва прикрытый грубым холстом. Его глаза были опущены|Ариэль шел со связанными руками, едва прикрытый грубым холстом. Его глаза были опущены
early_short_stories_0095.wav|и лицо бледно и безжизненно. А несколько сзади гордо шел высокий старик с поднятой седой головой и суровыми глазами.|и лицо бледно и безжизненно. А несколько сзади гордо шел высокий старик с поднятой седой головой и суровыми глазами.
early_short_stories_0096.wav|В его руке был круглый метательный камень. Ариэля подвели к небольшой насыпи. Эгуд остановился против него.|В его руке был круглый метательный камень. Ариэля подвели к небольшой насыпи. Эгуд остановился против него.
early_short_stories_0097.wav|Толпа раздалась; тишина стала еще зловещее и мертвеннее; Ариэль поднял голову, вскрикнул|Толпа раздалась; тишина стала еще зловещее и мертвеннее; Ариэль поднял голову, вскрикнул
early_short_stories_0098.wav|— и камень Эгуда ударил его в лицо.|— и камень Эгуда ударил его в лицо.
early_short_stories_0099.wav|Толпа загудела, завыла, загрохотала. Камни со свистом дождем замелькали в воздухе, сталкиваясь между собой и добивая истерзанное тело.|Толпа загудела, завыла, загрохотала. Камни со свистом дождем замелькали в воздухе, сталкиваясь между собой и добивая истерзанное тело.
early_short_stories_0100.wav|А старый Эгуд среди шума и крика упал на колени и дико закричал, подымая руки к небу: — Господь карающий,|А старый Эгуд среди шума и крика упал на колени и дико закричал, подымая руки к небу: — Господь карающий,
early_short_stories_0101.wav|пошли мне силу — я исполнил свой долг, укрепи же мою душу, Господи!|пошли мне силу — я исполнил свой долг, укрепи же мою душу, Господи!
early_short_stories_0102.wav|И в эту ночь, стоя у дерева среди светлой поляны, Тамара снова ждет. С темного неба ярко светит белый месяц;|И в эту ночь, стоя у дерева среди светлой поляны, Тамара снова ждет. С темного неба ярко светит белый месяц;
early_short_stories_0103.wav|как серебро на фоне черного бархата, резко выделяется осыпанная лунным блеском стройная фигура Тамары|как серебро на фоне черного бархата, резко выделяется осыпанная лунным блеском стройная фигура Тамары
early_short_stories_0104.wav|в легкой длинной одежде. Минуты убегают, и чудится, что ветер шепчет: «не жди его, Тамара, он|в легкой длинной одежде. Минуты убегают, и чудится, что ветер шепчет: не жди его, Тамара, он
early_short_stories_0105.wav|не придет»!|не придет !
early_short_stories_0106.wav|Аль Джанеско|Аль Джанеско
early_short_stories_0107.wav|— У вас говорят, что цыгане прокляты Богом, — сказала мне старая гадалка Негреза, — и, может быть, это правда.|— У вас говорят, что цыгане прокляты Богом, — сказала мне старая гадалка Негреза, — и, может быть, это правда.
early_short_stories_0108.wav|Слушай меня, я расскажу тебе предание о тех цингаро, что живут на западе и называются гитанами,|Слушай меня, я расскажу тебе предание о тех цингаро, что живут на западе и называются гитанами,
early_short_stories_0109.wav|и ты, ученый господин, объяснишь мне, точно ли прокляты мы Богом?..|и ты, ученый господин, объяснишь мне, точно ли прокляты мы Богом?..
early_short_stories_0110.wav|Однажды в ненастную ночь по берегу реки, которую в той стране называют Мансанарес, шел молодой цыган Аль-Джанеско.|Однажды в ненастную ночь по берегу реки, которую в той стране называют Мансанарес, шел молодой цыган Аль-Джанеско.
early_short_stories_0111.wav|На плечах его был плащ, под плащом гитара: все его богатство. Он спешил укрыться под какой нибудь кровлей,|На плечах его был плащ, под плащом гитара: все его богатство. Он спешил укрыться под какой нибудь кровлей,
early_short_stories_0112.wav|вспомнил, что недалеко находится кабачок Педрильо, и бросился туда.|вспомнил, что недалеко находится кабачок Педрильо, и бросился туда.
early_short_stories_0113.wav|Когда его впустили и собравшееся там общество узнало путника, раздались веселые приветствия,|Когда его впустили и собравшееся там общество узнало путника, раздались веселые приветствия,
early_short_stories_0114.wav|потому что во всем том краю хорошо знали гитана Аль-Джанеско и его песни. Гости толпой окружили юношу; но вдруг|потому что во всем том краю хорошо знали гитана Аль-Джанеско и его песни. Гости толпой окружили юношу; но вдруг
early_short_stories_0115.wav|к Аль-Джанеско подошел высокий черноволосый молодец и сказал: — Я шел тебе навстречу. Наш табор недалеко.|к Аль-Джанеско подошел высокий черноволосый молодец и сказал: — Я шел тебе навстречу. Наш табор недалеко.
early_short_stories_0116.wav|— После этого он добавил несколько слов по цыгански, которых никто не понял, но которые глубоко взволновали Аль-Джанеско. Он накинул свой плащ|— После этого он добавил несколько слов по цыгански, которых никто не понял, но которые глубоко взволновали Аль-Джанеско. Он накинул свой плащ
early_short_stories_0117.wav|и, несмотря на грозу, выбежал вместе с этим высоким юношей. — Неужели Зецинго, мой старый Зецинго, так болен?|и, несмотря на грозу, выбежал вместе с этим высоким юношей. — Неужели Зецинго, мой старый Зецинго, так болен?
early_short_stories_0118.wav|— спрашивал дорогой Аль-Джанеско. — Ты видишь, что он послал меня к тебе навстречу. Но он сказал мне: «Энгаль,|— спрашивал дорогой Аль-Джанеско. — Ты видишь, что он послал меня к тебе навстречу. Но он сказал мне: Энгаль,
early_short_stories_0119.wav|я велел моему сыну быть здесь по истечении трех месяцев, и я верю, что он придет сегодня к сроку, и я знаю, что не умру, не повидав его».|я велел моему сыну быть здесь по истечении трех месяцев, и я верю, что он придет сегодня к сроку, и я знаю, что не умру, не повидав его .
early_short_stories_0120.wav|И Зецинго велел мне торопиться.|И Зецинго велел мне торопиться.
early_short_stories_0121.wav|И вот, когда прошло несколько времени, Энгаль остановился перед одним из шатров уснувшего табора,|И вот, когда прошло несколько времени, Энгаль остановился перед одним из шатров уснувшего табора,
early_short_stories_0122.wav|а его спутник поспешно вошел туда и бросился к седому цыгану, лежавшему на охапке травы.|а его спутник поспешно вошел туда и бросился к седому цыгану, лежавшему на охапке травы.
early_short_stories_0123.wav|Но старик, из которого жизнь уходила, как песок из горсти, прервал ласки Аль-Джанеско и сказал:|Но старик, из которого жизнь уходила, как песок из горсти, прервал ласки Аль-Джанеско и сказал:
early_short_stories_0124.wav|— Слушай и помни. Я, Зецинго, которому тебя поручили ребенком,|— Слушай и помни. Я, Зецинго, которому тебя поручили ребенком,
early_short_stories_0125.wav|воспитал тебя не так, как воспитываются другие дети нашего вольного племени.|воспитал тебя не так, как воспитываются другие дети нашего вольного племени.
early_short_stories_0126.wav|Я не учил тебя чуждаться эспаньолов, которых я ненавижу,|Я не учил тебя чуждаться эспаньолов, которых я ненавижу,
early_short_stories_0127.wav|— я заставил тебя много и много раз обойти их города, узнать их жизнь, их нравы и обычаи — и это сделано.|— я заставил тебя много и много раз обойти их города, узнать их жизнь, их нравы и обычаи — и это сделано.
early_short_stories_0128.wav|И я знаю, что теперь ты, Аль-Джанеско, во всем равен покорителям этой богатой страны. И ты должен начать борьбу с ними|И я знаю, что теперь ты, Аль-Джанеско, во всем равен покорителям этой богатой страны. И ты должен начать борьбу с ними
